Date,Price,Open,High,Low,Vol.,Change %
18/03/2019,31125.39,31142.72,31156.47,31103.67,,-0.0006
15/03/2019,31142.72,31175.88,31265.21,31102.1,,-0.0022
14/03/2019,31210.79,31369.91,31390.78,31210.79,,-0.0048
13/03/2019,31360.28,31313.36,31360.28,31057.66,,0.0015
12/03/2019,31313.36,31636.66,31645.24,31267.99,,-0.0102
11/03/2019,31636.66,31718.23,31792.81,31636.66,,-0.009
08/03/2019,31924.51,32010.06,32043.49,31876.24,,-0.0027
07/03/2019,32010.06,32121.74,32159.87,32041.74,,-0.0035
06/03/2019,32121.74,32173.66,32173.66,32062.03,,-0.0016
05/03/2019,32173.66,32129.94,32252.89,32126.42,,0.0014
04/03/2019,32129.94,31827.24,32129.94,31827.24,,0.0095
01/03/2019,31827.24,31718.7,31935.28,31708.89,,0.0034
28/02/2019,31718.7,32247.54,32953.54,31718.7,,-0.0163
27/02/2019,32244.24,32473.82,32524.1,32185.06,,-0.0071
26/02/2019,32473.82,32700.12,32745.92,32441.42,,-0.0069
25/02/2019,32700.12,32516.05,32713.13,32516.05,,0.0057
22/02/2019,32515.52,32568.66,32617.13,32473.74,,-0.0016
21/02/2019,32568.66,32646.16,32734.37,32568.66,,-0.0014
20/02/2019,32614.06,32410.13,32617.94,32392.46,,0.0064
19/02/2019,32406.18,32190.07,32416.04,32157.29,,0.0067
18/02/2019,32190.07,32715.2,32738.95,31824.22,,-0.0161
15/02/2019,32715.2,32457.63,32958.96,32457.63,,0.0081
14/02/2019,32453.69,32413.92,32496.18,32367.49,,0.0012
13/02/2019,32413.92,32463.38,32635.13,32267.37,,-0.0015
12/02/2019,32462.31,31783,32462.69,31783,,0.0214
11/02/2019,31781.87,31529.92,31891.23,31515.44,,0.008
08/02/2019,31529.92,31457.17,31845.63,31457.17,,0.0031
07/02/2019,31433.49,30817.22,31433.49,30817.22,,0.0198
06/02/2019,30821.8,30773.57,30825.2,30728.01,,0.0016
05/02/2019,30773.57,30745.05,30773.57,30521.42,,0.0009
04/02/2019,30745.05,30636.36,30754.09,30636.36,,0.0035
01/02/2019,30636.36,30557.2,30740.63,30557.2,,0.0026
31/01/2019,30557.2,31142.58,31142.58,30557.2,,-0.0189
30/01/2019,31145.34,31178.71,31202.3,31143.37,,-0.0011
29/01/2019,31178.71,31334.61,31334.61,31178.71,,-0.0053
28/01/2019,31344.24,31422.75,31457.07,31241.99,,-0.0026
25/01/2019,31426.63,30989.6,31428.64,30981.9,,0.0141
24/01/2019,30989.6,30886.32,30989.6,30866.96,,0.0036
23/01/2019,30878.56,30736.88,30880.67,30736.88,,0.0046
22/01/2019,30736.88,30732.72,30811.19,30485.34,,0.0001
21/01/2019,30732.72,31005.17,31041.06,30720.76,,-0.0088
18/01/2019,31005.17,30566.38,31005.17,30526.18,,0.0138
17/01/2019,30583.21,30460.68,30597.02,30297.38,,0.004
16/01/2019,30460.68,30138.06,30541.04,30001.87,,0.0165
15/01/2019,29964.79,29964.79,30172.4,29964.79,,0
14/01/2019,29964.79,29830.7,29985.66,29689.73,,0.0045
11/01/2019,29830.7,29522.31,30438.21,29518.35,,0.0106
10/01/2019,29517.73,29336.8,29612.33,29329.62,,0.0062
09/01/2019,29336.8,30036.15,30084.28,29336.8,,-0.0233
08/01/2019,30036.15,30397.63,30488.52,29999.95,,-0.012
07/01/2019,30400.28,30638.9,30709.65,30260.03,,-0.0078
04/01/2019,30638.9,30770.7,30770.7,30577.18,,-0.0043
03/01/2019,30771.32,31070.06,31078.43,30749.66,,-0.0096
02/01/2019,31070.06,31429.34,31434.04,31065.25,,-0.0115
31/12/2018,31430.5,31036.63,31430.5,30753.93,,0.0127
28/12/2018,31037.72,31693.17,31771.38,31029.89,,-0.0207
27/12/2018,31692.63,31967.01,31967.01,31569.28,,-0.0086
24/12/2018,31967.01,30773.64,31967.01,30773.64,,0.0388
21/12/2018,30773.64,30802.9,30911.22,30704.47,,-0.0009
20/12/2018,30802.9,30704.98,30802.9,30506.79,,0.0032
19/12/2018,30704.98,30814.19,30884.63,30696.38,,-0.0038
18/12/2018,30822.33,30609.06,30822.33,30606.83,,0.007
17/12/2018,30609.06,30700.5,30722.25,30553.9,,-0.0021
14/12/2018,30672.79,30568.05,30754.26,30568.05,,0.0034
13/12/2018,30568.05,30642.35,30735.2,30567.25,,-0.0024
12/12/2018,30642.35,30710.12,30771.47,30611.08,,-0.0025
11/12/2018,30718.72,30614.73,30769.61,30542.86,,0.0034
10/12/2018,30614.73,30866.82,31213.77,30614.73,,-0.0082
07/12/2018,30866.82,30819.1,30993.02,30774.51,,0.0015
06/12/2018,30819.1,31151.68,31160.36,30773.13,,-0.0107
05/12/2018,31151.68,31007.25,31180.32,30925.25,,0.0047
04/12/2018,31007.25,30798.76,31025.33,30792.47,,0.0068
03/12/2018,30798.76,30874.17,30895.4,30732.76,,-0.0024
30/11/2018,30874.17,30611.55,31014.82,30570.99,,0.0086
29/11/2018,30611.55,31023.47,31061.18,30545.2,,-0.0133
28/11/2018,31023.47,31173.71,31295.97,30993.97,,-0.0048
27/11/2018,31173.71,31533.5,31551.61,31147.49,,-0.0129
26/11/2018,31579.72,31678.7,31779.9,31562.31,,-0.0031
23/11/2018,31678.7,31984.6,31998.15,31610.43,,-0.0096
22/11/2018,31984.6,31969.79,31999.72,31934.9,,0.0005
21/11/2018,31969.79,32222.24,32357.22,31968.13,,-0.0078
19/11/2018,32222.24,32057.01,32226.73,32026.17,,0.0051
16/11/2018,32058.28,31864.8,32150.75,31854.43,,0.0061
15/11/2018,31864.8,32108.92,32117.61,31859.77,,-0.0076
14/11/2018,32108.92,32146.55,32191.6,32101.59,,-0.0014
13/11/2018,32152.9,32136.43,32402.92,32101.8,,0.0003
12/11/2018,32143.41,32202.73,32218.71,32123.14,,-0.0018
09/11/2018,32200.21,32228.5,32253.44,32126.6,,-0.0009
08/11/2018,32228.5,32108.3,32246.75,32103.41,,0.0037
07/11/2018,32108.3,32154.03,32218.2,32083.25,,-0.0014
06/11/2018,32154.03,32048.18,32212,31949.33,,0.0033
05/11/2018,32048.18,32130.02,32182.93,32033.91,,-0.0024
02/11/2018,32124.94,32006.65,32200.93,32006.65,,0.0037
01/11/2018,32006.65,32458.05,32477.99,32006.65,,-0.0142
31/10/2018,32466.27,33168.96,33215.73,32399.67,,-0.0212
30/10/2018,33167.88,33196.07,33577.11,32828.11,,-0.0008
29/10/2018,33196.07,32907.33,33200.37,32735.95,,0.0088
26/10/2018,32907.33,32545.06,32907.33,32326.9,,0.0111
25/10/2018,32545.06,32403.6,32570.86,32397.42,,0.0044
24/10/2018,32403.6,33191.45,33201.34,32403.6,,-0.0237
23/10/2018,33191.45,32962.82,33269,32962.82,,0.0069
22/10/2018,32962.82,32841.69,32986.93,32841.69,,0.0037
19/10/2018,32841.69,32664.63,32897.48,32639.31,,0.0054
18/10/2018,32664.63,32437.35,32877.32,32402.65,,0.007
17/10/2018,32437.35,32722.18,32722.18,32418.9,,-0.0087
16/10/2018,32722.18,32413,32736.75,32413,,0.0095
15/10/2018,32413,32456.98,32474.42,32396.73,,-0.0014
12/10/2018,32456.98,32417.82,32456.98,32335.75,162.36M,0.0012
11/10/2018,32417.82,32382.58,32443.08,32330.67,147.52M,0.0011
10/10/2018,32382.58,32417.7,32466.73,32382.58,134.45M,-0.0011
09/10/2018,32417.7,32444.96,32477.47,32336.24,349.53M,-0.0008
08/10/2018,32444.96,32383.15,32476.28,32383.15,120.72M,0.0019
05/10/2018,32383.15,32423.57,32424.98,32332.3,166.65M,-0.0012
04/10/2018,32423.57,32454.03,32526.7,32395.25,151.14M,-0.0009
03/10/2018,32454.03,32711.65,32728.72,32434.67,136.70M,-0.0079
02/10/2018,32711.65,32762.34,32815.19,32695.45,184.59M,-0.0017
28/09/2018,32766.37,32763.35,32817.46,32661.14,184.53M,0.0001
27/09/2018,32763.35,32963.27,32983.99,32684.66,154.28M,-0.0061
26/09/2018,32963.27,33114.44,33202.3,32952.7,172.19M,-0.0046
25/09/2018,33114.44,32646.43,33230.46,32646.43,222.95M,0.0204
24/09/2018,32451.27,32540.17,32577.92,32427.54,190.46M,-0.0027
21/09/2018,32540.17,32480.89,32784.33,32475.85,330.38M,0.0018
20/09/2018,32480.89,32375.12,32480.89,32330.18,225.93M,0.0033
19/09/2018,32375.12,32350.9,32392.93,32269.75,190.02M,-0.0002
18/09/2018,32381,32201.98,32381,32180.72,269.81M,0.0056
17/09/2018,32201.98,32327.59,32378.72,32201.98,160.67M,-0.0039
14/09/2018,32327.59,32022.04,32446.48,32022.04,251.69M,0.0095
13/09/2018,32022.23,32292.79,32321.64,31938.59,173.47M,-0.0084
12/09/2018,32292.79,33449.17,33449.64,32269.65,246.88M,-0.0346
11/09/2018,33449.17,33607.01,33609.86,33114.12,150.67M,-0.0048
10/09/2018,33611.69,34014.49,34014.49,33594.44,137.63M,-0.0125
07/09/2018,34037.91,34110.22,34177.85,33667.34,155.95M,-0.0021
06/09/2018,34110.22,34414.37,34438.13,34087.26,164.49M,-0.0088
05/09/2018,34414.37,34933.68,34963.29,34146.21,200.27M,-0.0171
04/09/2018,35013.05,34837.94,34966.72,34837.94,240.46M,0.005
03/09/2018,34837.5,34848.55,34860.32,33849.14,131.53M,-0.0003
31/08/2018,34848.45,35086.67,35086.67,34113.89,384.89M,-0.0068
30/08/2018,35086.67,35354.26,35400.04,34942.23,284.59M,-0.0077
29/08/2018,35358.94,35516.21,35560.31,35358.94,345.05M,-0.0044
28/08/2018,35516.21,35311.36,35516.21,35309.85,339.68M,0.0058
27/08/2018,35311.36,35426.17,35499.66,34643.3,178.81M,-0.0032
24/08/2018,35426.17,35206.16,35679.05,35199.87,527.74M,0.0062
23/08/2018,35206.16,34663.48,35206.16,34481.47,220.71M,-0.0038
20/08/2018,35341.9,35266.29,35425.17,34900.34,220.50M,0.0021
17/08/2018,35266.29,34618.43,35469.05,34579.35,244.32M,0.0187
16/08/2018,34618.43,35069.34,35069.34,34603.07,237.81M,-0.0129
15/08/2018,35069.34,35288.23,35300.21,35061.28,209.52M,-0.0062
14/08/2018,35288.23,35410.61,35434.6,35156.29,164.51M,-0.0035
13/08/2018,35410.61,35446.47,35474.15,35351.76,160.42M,-0.001
10/08/2018,35446.47,36232.66,36232.66,35435.28,192.99M,-0.0217
09/08/2018,36232.66,36299.82,36366.26,36153.15,188.26M,-0.0019
08/08/2018,36299.82,36333.8,36336.04,36295.55,113.93M,-0.0009
07/08/2018,36333.8,36479.42,36491.19,36321.5,248.01M,-0.004
06/08/2018,36479.42,36499.67,36620.48,36399.42,182.28M,-0.0006
03/08/2018,36499.67,36688.91,36750.29,36478.1,266.20M,-0.0052
02/08/2018,36688.91,36612.83,36708.03,36510.88,225.81M,0.0021
01/08/2018,36612.83,37017.78,37023.18,36573.19,240.02M,-0.0109
31/07/2018,37017.78,36937.73,37017.78,36713.99,244.95M,0.0019
30/07/2018,36946.18,36636.97,36946.18,36636.97,319.40M,0.0084
27/07/2018,36636.97,36427.22,36643.4,36427.22,311.35M,0.0058
26/07/2018,36427.22,36346.8,36678.29,36316.3,171.00M,0.0022
25/07/2018,36346.8,36455.24,36474.12,36339.41,329.84M,-0.003
24/07/2018,36455.24,36711.96,36711.96,36446.4,378.69M,-0.007
23/07/2018,36711.96,36603.44,36713.06,36603.44,225.91M,0.003
20/07/2018,36603.44,36474.39,36652.19,36360.83,679.82M,0.0037
19/07/2018,36470.05,36748.18,36906.22,36420.72,296.35M,-0.0076
18/07/2018,36748.18,36963.7,36963.7,36608.11,181.15M,-0.0058
17/07/2018,36963.7,37266.86,37281.34,36949.3,203.56M,-0.0081
16/07/2018,37266.86,37392.77,37392.77,37215.81,303.48M,-0.0034
13/07/2018,37392.77,37226.44,37396.67,37182.19,212.15M,0.0045
12/07/2018,37226.44,37253.25,37253.25,37075.09,262.97M,-0.0007
11/07/2018,37253.25,37421.01,37431.58,37233.82,285.11M,-0.0045
10/07/2018,37421.01,37647.93,37647.93,37422.84,211.63M,-0.006
09/07/2018,37647.93,37625.59,37715.3,37615.49,151.20M,0.0006
06/07/2018,37625.59,37743.22,37826.28,37612.36,170.87M,-0.0031
05/07/2018,37743.22,37499.07,37743.22,37451.08,497.11M,0.0065
04/07/2018,37499.07,37605.12,37611.68,37445.76,381.80M,-0.0028
03/07/2018,37605.12,37946.92,37946.92,37601.79,254.77M,-0.009
02/07/2018,37946.92,38278.55,38322.94,37946.92,244.46M,-0.0087
29/06/2018,38278.55,37733.44,38291.55,37733.44,469.34M,0.0144
28/06/2018,37733.44,37963.93,37977.25,37708.5,414.93M,-0.0061
27/06/2018,37963.93,37988.54,38030.63,37908.64,372.24M,-0.0006
26/06/2018,37988.54,37992.12,38040.1,37929.64,258.71M,-0.0001
25/06/2018,37992.12,37862.53,38003.18,37690.01,207.41M,0.0034
22/06/2018,37862.53,38152.6,38197.65,37852.38,167.22M,-0.0076
21/06/2018,38152.6,38605.07,38606.97,38093.16,271.40M,-0.0117
20/06/2018,38605.07,38664.15,38670.95,38533.66,267.76M,-0.0015
19/06/2018,38664.15,38928.02,38928.02,38616.91,390.47M,-0.0068
14/06/2018,38928.02,39031.72,39068.49,38407.08,335.71M,-0.0027
13/06/2018,39031.72,39167.04,39261.6,39031.72,456.49M,-0.0035
12/06/2018,39167.04,38844.32,39425.61,38843.04,341.48M,0.0083
11/06/2018,38845.31,38669.23,38856.06,38649.41,603.17M,0.0046
08/06/2018,38669.23,39042.11,39088.69,38636,210.03M,-0.0096
07/06/2018,39042.11,38435.29,39042.39,38435.29,492.04M,0.0158
06/06/2018,38435.29,37854.92,38463.54,37854.92,393.12M,0.0153
05/06/2018,37854.92,36947.1,37854.92,36947.1,339.65M,0.0246
04/06/2018,36947.1,36816.29,36950.98,36676.15,314.33M,0.0036
01/06/2018,36816.29,38104.54,38148.45,36677.07,516.81M,-0.0338
31/05/2018,38104.54,38606.41,38791.52,37998.17,476.20M,-0.0401
30/05/2018,39695.16,39028.51,39177.53,38603.32,342.05M,0.0171
28/05/2018,39028.51,39323.62,39323.62,38910.82,222.29M,-0.0075
25/05/2018,39323.62,39723.85,39908.11,39213.98,295.99M,-0.0101
24/05/2018,39723.85,40150.55,40150.55,39723.85,256.43M,-0.0106
23/05/2018,40150.55,40249.29,40254.91,40116.27,266.70M,-0.0025
22/05/2018,40249.29,40425.07,40461.69,40245.32,280.06M,-0.0043
21/05/2018,40425.07,40472.45,40476.61,40383.19,271.27M,-0.0012
18/05/2018,40472.45,40651.41,40675.7,40444.17,350.55M,-0.0044
17/05/2018,40651.41,40992.97,41003.76,40675.89,424.37M,-0.0083
16/05/2018,40992.97,40615.42,41027.28,40531.9,259.48M,0.0093
15/05/2018,40615.42,40677.61,40723.49,40565.66,203.36M,-0.0015
14/05/2018,40677.61,41022.31,41029.79,40667.46,218.76M,-0.0084
11/05/2018,41022.31,40914.94,41189.28,40913.85,214.58M,0.0026
10/05/2018,40914.94,41080.12,41086.2,40872.96,244.92M,-0.004
09/05/2018,41080.12,41156.37,41160.18,40904.83,341.06M,-0.0018
08/05/2018,41155.8,41172.82,41642.33,41110.44,563.62M,-0.0004
07/05/2018,41172.82,41218.72,41233.42,41031.15,221.38M,-0.0011
04/05/2018,41218.72,41107.81,41236.79,41107.81,283.57M,0.0027
03/05/2018,41107.81,41306.02,41307.05,40944.36,320.39M,-0.0048
02/05/2018,41306.02,41268.01,41396.91,41154.78,276.17M,0.0009
30/04/2018,41268.01,41244.89,41279.95,41146.48,450.53M,0.0006
27/04/2018,41244.89,40777.67,41247.2,40761.74,319.34M,0.0121
26/04/2018,40752.83,40755.73,40798.01,40727.26,378.19M,-0.0001
25/04/2018,40755.73,40801.04,40926.72,40589.6,350.39M,-0.0012
24/04/2018,40802.78,40763.93,40970.31,40757.19,246.58M,0.001
23/04/2018,40763.93,40814.89,40832.34,40579.54,309.41M,-0.0012
20/04/2018,40814.89,40874.09,40893.97,40735.76,242.06M,-0.0014
19/04/2018,40874.09,40772.26,40937.09,40724.76,740.36M,0.0025
18/04/2018,40772.26,40788.68,40861.04,40492.26,230.17M,-0.0004
17/04/2018,40788.68,40533.37,40862.01,40409.9,1.60B,0.0063
16/04/2018,40533.37,40932.18,41014.67,40888.23,192.49M,-0.0067
13/04/2018,40808.48,40808.48,40961.2,40426.93,167.13M,0
12/04/2018,40808.48,40846.24,40882.71,40622.43,205.29M,-0.0009
11/04/2018,40846.24,40499.04,40849.15,40444.54,367.20M,0.0086
10/04/2018,40499.04,40429.18,40499.04,40206.1,388.27M,0.0017
09/04/2018,40429.18,40841.14,40848.41,40429.18,287.04M,-0.0101
06/04/2018,40841.14,40875.69,41001.17,40814.68,501.96M,-0.0008
05/04/2018,40875.69,40749.86,40945.75,40684.52,495.64M,0.0031
04/04/2018,40749.86,40854.54,40855.83,40512.37,401.41M,-0.0026
03/04/2018,40855.64,41504.51,41615.41,40795.66,364.76M,-0.0156
29/03/2018,41504.51,40822.83,41526.24,40681.31,270.60M,0.0172
28/03/2018,40802.08,41243.24,41280.46,40751.4,535.03M,-0.0107
27/03/2018,41243.24,41454.3,41466.48,41232.61,352.89M,-0.0051
26/03/2018,41454.3,41472.1,41662.4,41454.3,379.88M,-0.0004
23/03/2018,41472.1,41633.79,41960.37,41469.28,560.12M,-0.0039
22/03/2018,41633.79,41495.43,41640.04,41370.69,542.27M,0.0033
21/03/2018,41495.43,41686.36,41693.11,41235.34,488.74M,-0.0046
20/03/2018,41686.36,41832.63,41860.34,41614.2,398.20M,-0.0035
19/03/2018,41832.63,41926.99,41926.99,41664.77,326.86M,-0.0025
16/03/2018,41935.93,42185.38,42185.38,41741.34,426.58M,-0.0059
15/03/2018,42185.38,42839.49,42889.64,42039.57,404.05M,-0.0153
14/03/2018,42839.52,43073.42,43073.42,42669.83,372.67M,-0.0054
13/03/2018,43073.45,43056.51,43081.56,42801,407.78M,0.0004
12/03/2018,43056.51,43167.87,43228.94,42943.34,431.23M,-0.0026
09/03/2018,43167.86,43090.55,43290.23,43079.16,1.53B,0.0018
08/03/2018,43090.55,42952.7,43092.63,42777.92,266.00M,0.0032
07/03/2018,42952.7,43609.77,43870.09,42939.13,270.32M,-0.0151
06/03/2018,43609.77,43513.93,43611.76,42912.56,445.50M,0.0022
05/03/2018,43513.93,42876.23,44062.47,42876.23,251.87M,0.0149
02/03/2018,42876.23,42843.38,42934.03,42705.63,403.13M,0.0008
01/03/2018,42843.38,43330.54,43366.21,42628.49,371.25M,-0.0112
28/02/2018,43330.54,42299.56,43389.51,42098.01,571.57M,0.0244
27/02/2018,42299.56,42579.48,42588.34,42231.43,438.65M,-0.0066
26/02/2018,42579.48,42570.89,42671.04,42514.17,384.86M,0.0002
23/02/2018,42570.89,42258.78,42580.14,42214.42,308.43M,0.0074
22/02/2018,42258.78,42158.32,42292.85,42158.32,342.07M,0.0024
21/02/2018,42158.32,42148.4,42241.04,42061.98,570.26M,0.0002
20/02/2018,42148.4,41987.74,42265.53,41497.82,510.28M,0.0038
19/02/2018,41988.18,42638.83,42712.65,41988.18,287.17M,-0.0153
16/02/2018,42638.83,42604.4,42751.47,42454.63,616.59M,0.0008
15/02/2018,42604.4,42171.8,42604.4,42171.8,615.13M,0.0103
14/02/2018,42171.8,41708.15,42207.86,41657.35,520.74M,0.0111
13/02/2018,41708.15,42735.32,42735.32,41614.1,470.52M,-0.0241
12/02/2018,42737.89,43127.92,43198,42080.55,517.44M,-0.009
09/02/2018,43127.92,43326.89,43672.55,42790.79,552.39M,-0.0046
08/02/2018,43326.89,43538.16,43616.14,43261.66,2.14B,-0.0049
07/02/2018,43538.16,43877.3,43921.17,43534.71,508.30M,-0.0077
06/02/2018,43877.3,44261.72,44262.49,43770.46,717.15M,-0.0087
05/02/2018,44261.72,44639.99,44663.91,44046.48,426.87M,-0.0085
02/02/2018,44639.99,44460.18,44684.38,44460.18,524.94M,0.004
01/02/2018,44460.18,44378.8,44484.04,44155.38,630.52M,0.0026
31/01/2018,44343.65,44493.79,44512.37,43946.1,651.90M,-0.0034
30/01/2018,44493.79,44306.48,44493.79,43986.69,876.98M,0.0042
29/01/2018,44306.48,43773.76,44306.48,43773.76,573.35M,0.0122
26/01/2018,43773.76,43529.06,44155.98,43529.06,944.86M,0.0056
25/01/2018,43529.06,43963.4,43995.68,43106.26,500.85M,-0.0099
24/01/2018,43963.4,44389.85,44389.85,43092.87,536.43M,-0.0096
23/01/2018,44389.85,44912.53,44937.83,43720.59,737.86M,-0.0116
22/01/2018,44912.53,45092.83,45321.82,44748.24,2.13B,-0.004
19/01/2018,45092.83,44848.74,45103.96,44377.62,1.34B,0.0054
18/01/2018,44848.74,44885.24,45162.64,44188.72,1.34B,-0.0008
17/01/2018,44885.24,44054.72,44901.01,43956.76,960.68M,0.0189
16/01/2018,44054.72,43119,44055.68,43119,635.40M,0.0217
15/01/2018,43119,42898.9,43119.44,42262.82,730.56M,0.0051
12/01/2018,42898.9,43041.54,43670.57,42636.87,1.39B,-0.0033
11/01/2018,43041.54,41816.11,43269.41,41813.37,1.16B,0.0293
10/01/2018,41816.11,40366.22,41816.11,40366.22,1.09B,0.036
09/01/2018,40362.97,39849.65,40485.54,39688.04,770.89M,0.0129
08/01/2018,39849.65,38923.26,39851.45,38908.12,604.53M,0.0238
05/01/2018,38923.26,38676.12,39113.68,38676.12,753.29M,0.0064
04/01/2018,38676.12,38187.28,38848.31,38182.94,825.13M,0.0128
03/01/2018,38187.28,38264.79,38579.51,38187.28,580.71M,-0.002
02/01/2018,38264.79,38243.19,38268.82,37646.88,248.48M,0.0006
29/12/2017,38243.19,37990.74,38243.19,37990.74,536.85M,0.0066
28/12/2017,37990.74,37889.57,37991.55,37862.35,322.31M,0.0027
27/12/2017,37889.57,38522.14,38547.98,37889.57,416.99M,-0.0164
22/12/2017,38522.14,38350.64,38522.14,38323.15,204.47M,0.0045
21/12/2017,38350.64,37933.86,38350.64,37790.07,429.38M,0.011
20/12/2017,37933.86,37783.76,37933.86,37661.17,207.80M,0.004
19/12/2017,37783.76,37957.96,37960.62,37783.76,649.58M,-0.0046
18/12/2017,37957.96,38436.08,38486.26,37871.65,202.00M,-0.0124
15/12/2017,38436.08,37933.7,38436.08,37794.83,425.26M,0.0132
14/12/2017,37933.7,38534.64,38539.91,37840.14,289.26M,-0.0156
13/12/2017,38534.64,38924.63,38945.09,38514.43,323.94M,-0.01
12/12/2017,38924.63,38913.99,39104.09,38836.25,462.67M,0.0003
11/12/2017,38913.99,39257.53,39292.21,38891.25,350.58M,-0.0088
08/12/2017,39257.53,39534.14,39656.53,39231.97,530.06M,-0.007
07/12/2017,39534.14,39075.3,39623.52,39075.3,1.06B,0.0117
06/12/2017,39075.3,38494.43,39111.28,38494.43,703.64M,0.0151
05/12/2017,38494.43,37974.58,38515.91,37970.44,522.30M,0.0137
04/12/2017,37974.58,37944.6,38023.27,37913.99,500.19M,0.0008
30/11/2017,37944.6,37709.2,38057.71,37709.2,495.32M,0.0062
29/11/2017,37709.2,37503.73,37716.14,37466.5,441.81M,0.0055
28/11/2017,37503.73,37250.78,37541.88,37212.61,1.10B,0.0068
27/11/2017,37250.78,37365.91,37393.29,37269.55,942.72M,-0.0031
