Date,Price,Open,High,Low,Vol.,Change %
24/08/2022,48675.33,48554.76,48681,48554.76,167.57M,0.0022
23/08/2022,48567.14,49344.67,49344.67,48511.58,204.15M,-0.0158
22/08/2022,49346.4,49370.62,49381.15,49334.23,122.73M,-0.0005
19/08/2022,49370.62,49395.43,49432.87,49367.26,132.20M,-0.0035
18/08/2022,49546.38,49691.17,49694.34,49487.74,146.99M,-0.0029
17/08/2022,49691.17,49709.46,49712.96,49681.24,128.79M,-0.0004
16/08/2022,49709.46,49629.43,49737.86,49629.43,204.16M,0.001
15/08/2022,49657.33,49664.07,49724.7,49373.13,210.83M,-0.0001
12/08/2022,49664.07,50017.51,50017.51,49371.37,272.07M,-0.007
11/08/2022,50014.6,50075.47,50256.83,50009.12,133.59M,-0.0012
10/08/2022,50075.47,49350.71,50127.02,49337.73,279.22M,0.0147
09/08/2022,49350.71,50489.73,50489.73,49342.6,140.58M,-0.0226
08/08/2022,50489.73,50722.33,50740.18,50489.07,207.20M,-0.0046
05/08/2022,50722.33,50582.3,50722.33,50556.7,148.81M,0.0028
04/08/2022,50582.3,50594.97,50720.86,50372.55,130.44M,-0.0003
03/08/2022,50594.97,50626.04,50647.19,50242.94,121.16M,-0.0006
02/08/2022,50626.04,49950.32,50626.04,49950.32,129.16M,0.0135
01/08/2022,49950.32,50370.25,50372.43,49886.94,176.05M,-0.0083
29/07/2022,50370.25,49702.07,50370.25,49687.77,243.29M,0.0142
28/07/2022,49667.14,50182.73,50182.73,49603.12,206.21M,-0.0104
27/07/2022,50188.55,50442.37,50447.87,50163.4,192.41M,-0.005
26/07/2022,50442.37,51400.53,51405.6,50409.9,156.17M,-0.0186
25/07/2022,51400.53,51979.92,51979.92,51327.74,98.75M,-0.0111
22/07/2022,51979.92,52122,52129.19,51979.92,205.06M,-0.0027
21/07/2022,52122,52186.52,52204.52,52098.87,151.94M,-0.0012
20/07/2022,52186.52,52308.88,52310.53,52142.18,238.27M,-0.0023
19/07/2022,52308.88,52319.94,52333.28,52250.79,205.60M,-0.0002
18/07/2022,52319.94,52215.12,52510.17,52215.12,116.28M,0.002
15/07/2022,52215.12,51339.01,52542.93,51330.29,190.10M,0.0171
14/07/2022,51338.27,51390.25,51390.25,51304.74,115.25M,-0.0044
13/07/2022,51567.69,51557.41,51584.83,51507.55,198.79M,0.0002
08/07/2022,51557.41,51563.73,51581.17,51546.84,115.13M,-0.0001
07/07/2022,51563.73,51556.54,51570.71,51530.4,143.28M,0.0001
06/07/2022,51556.54,51586.5,51612.97,51553.86,135.26M,-0.0006
05/07/2022,51586.5,51795.23,51807.97,51571.37,234.48M,-0.004
04/07/2022,51791.45,51829.67,51871.89,51713.99,194.08M,-0.0007
01/07/2022,51829.67,51817.59,51829.67,51769.02,127.03M,0.0002
30/06/2022,51817.59,51802.48,51991.27,51759.56,223.10M,0.0003
29/06/2022,51802.48,51803.98,51810.45,51789.9,416.47M,0
28/06/2022,51803.98,51962.85,51975.06,51779.76,314.60M,-0.0031
27/06/2022,51962.85,51705.61,51986.94,51703.49,266.51M,0.005
24/06/2022,51705.61,51618.73,51708.52,51618.73,156.09M,0.0017
23/06/2022,51618.73,51377.21,51740.21,51375.06,223.25M,0.0047
22/06/2022,51377.21,51093.23,51377.21,50628.4,229.26M,0.0056
21/06/2022,51091.75,50755.98,51213.17,50532.29,166.96M,0.0066
20/06/2022,50756.74,51778.08,51804.21,50750.6,196.26M,-0.0197
17/06/2022,51778.08,52411.09,52451.43,51755.18,241.19M,-0.0121
16/06/2022,52411.09,52775.4,52783.52,52374.04,211.61M,-0.0069
15/06/2022,52775.4,53113.64,53113.64,52773.2,188.09M,-0.0064
14/06/2022,53114.65,53201.38,53202.13,53097.77,299.81M,-0.0016
10/06/2022,53201.38,53170.73,53201.38,53136.98,273.24M,0.0006
09/06/2022,53170.73,53183.99,53206.08,53166.01,318.42M,-0.0004
08/06/2022,53193.98,53270.88,53270.88,53190.75,248.94M,-0.0014
07/06/2022,53270.88,53086.46,53276.66,53046.72,234.62M,0.0035
06/06/2022,53086.86,52908.24,53090.16,52889.13,755.62M,0.0034
03/06/2022,52908.24,52815.78,52925.86,52803.19,280.87M,0.0013
02/06/2022,52840.14,52974.15,52989.45,52831.61,274.42M,-0.0025
01/06/2022,52974.15,52990.28,53045.12,52952.24,295.34M,-0.0124
31/05/2022,53637.14,53772.14,53787.3,53608.72,318.27M,-0.0025
30/05/2022,53772.35,54085.3,54085.3,53735.83,227.55M,-0.0058
27/05/2022,54085.3,53151.32,54290.84,53151.32,208.08M,0.0176
26/05/2022,53151.32,52591.41,53161.43,52587.01,266.18M,0.0106
25/05/2022,52591.41,51949.64,52594.84,51574.46,382.45M,0.0124
24/05/2022,51949.64,52911.51,52911.51,51940.57,720.12M,-0.0182
23/05/2022,52911.51,52979.96,53009.5,52909.1,263.24M,-0.0013
20/05/2022,52979.96,53275.49,53774.61,52951.38,436.56M,-0.0055
19/05/2022,53275.49,52721.34,53281.31,52717.88,274.41M,0.0105
18/05/2022,52721.34,52756.62,52793.13,52721.34,611.83M,-0.0007
17/05/2022,52756.62,52944.44,52950.34,52756.62,552.47M,-0.0036
16/05/2022,52944.65,53098.46,53098.46,52896.88,374.18M,-0.0029
13/05/2022,53100.21,52917.76,53100.21,52898.9,303.48M,0.0034
12/05/2022,52917.76,52844.84,53069.29,52843.48,426.02M,0.0015
11/05/2022,52838.45,51805.41,53064.58,51805.41,417.26M,0.0199
10/05/2022,51805.41,51902.48,51902.48,51562.68,331.35M,-0.0019
09/05/2022,51903.44,50935.79,51956.75,50922.91,337.43M,0.019
06/05/2022,50937.01,50838.1,50993.59,50838.1,466.28M,0.002
05/05/2022,50835.95,50126.41,50835.95,50113.49,462.40M,0.0142
04/05/2022,50126.41,49640.3,50132.88,49636.44,669.27M,0.0098
29/04/2022,49638.94,48840.49,49638.94,48840.43,319.35M,0.0164
28/04/2022,48837.76,48571.75,48853.68,48571.75,759.65M,0.0055
27/04/2022,48571.75,48568.57,48620.21,48551.58,246.70M,0.0001
26/04/2022,48568.57,48543.36,48662.06,48540.73,464.73M,0.0002
25/04/2022,48558.91,48459.65,48562.2,48089.55,328.38M,0.002
22/04/2022,48459.65,48236.08,48459.65,48229.1,342.14M,0.0049
21/04/2022,48223.86,48138.71,48223.86,48132.09,244.69M,0.0018
20/04/2022,48138.71,47545.86,48138.71,47503,349.48M,0.0125
19/04/2022,47545.86,47510.38,47551.72,47459.18,365.45M,-0.0003
14/04/2022,47558.45,47367.31,47600.37,47367.31,385.18M,0.004
13/04/2022,47367.31,47205.03,47388.15,47188.1,391.89M,0.0034
12/04/2022,47205.03,46872.25,47231.66,46872.25,245.42M,0.0072
11/04/2022,46867.95,46631.46,46871.63,46624.78,224.63M,0.0051
08/04/2022,46631.46,46543.51,46631.46,46542.14,154.10M,0.0019
07/04/2022,46543.51,46771.62,46806.53,46524.68,244.02M,-0.0048
06/04/2022,46766.16,46775.76,46785.41,46751.63,261.59M,-0.0002
05/04/2022,46777.37,46687.85,46792.3,46675.8,257.40M,0.0019
04/04/2022,46687.85,46844.13,46844.13,46654.45,219.50M,-0.0033
01/04/2022,46842.86,46963.75,46973.78,46780.08,257.29M,-0.0026
31/03/2022,46965.48,46904.48,46983.32,46832.26,256.02M,0.0013
30/03/2022,46904.48,46843.09,46916.17,46824.71,201.15M,0.0013
29/03/2022,46843.09,46893.86,46905.13,46831.85,214.32M,-0.0012
28/03/2022,46898.23,46958.95,46966.36,46754.39,359.89M,-0.0014
25/03/2022,46964.23,46958.68,46993.74,46957.13,177.09M,0.0001
24/03/2022,46961.62,47016.5,47017.08,46931.38,214.70M,-0.0043
23/03/2022,47163.94,47156.56,47167.97,47132.62,267.48M,0.0002
22/03/2022,47156.56,47251.93,47251.93,47125.55,303.46M,-0.002
21/03/2022,47251.93,47282.67,47282.67,47196.55,213.56M,-0.0007
18/03/2022,47282.67,47353.22,47353.22,47221.34,599.49M,-0.0015
17/03/2022,47353.22,47364.46,47398.8,47338.91,239.73M,-0.0002
16/03/2022,47364.46,47340.86,47373.96,47338.48,145.83M,0.0005
15/03/2022,47340.86,47428.67,47431.39,47334.64,183.26M,-0.0019
14/03/2022,47428.67,47437.48,47466.61,47358.72,1.28B,-0.0002
11/03/2022,47437.48,47363.98,47437.48,47234.26,1.15B,0.0016
10/03/2022,47363.98,47287.09,47383.77,47180.59,261.56M,0.0016
09/03/2022,47287.09,47154.35,47292.91,47129.66,336.30M,0.0028
08/03/2022,47154.35,47262.61,47283.62,47122.34,754.93M,-0.0023
07/03/2022,47262.61,47268.61,47309.8,47223.94,291.88M,-0.0001
04/03/2022,47268.61,47296.07,47298.15,47253.88,179.28M,-0.0006
03/03/2022,47296.07,47360.79,47404.02,47202.6,243.42M,-0.0014
02/03/2022,47360.79,47482.73,47486.15,47313.53,279.95M,-0.0026
01/03/2022,47482.73,47394.53,47613.7,47358.48,370.44M,0.0019
28/02/2022,47394.53,47328.42,47394.53,47328.42,300.62M,0.0014
25/02/2022,47328.42,47272.04,47378.54,47264.97,253.29M,0.0012
24/02/2022,47272.04,47207.27,47295.28,47207.27,340.66M,0.0014
23/02/2022,47207.27,47246.9,47265.69,47207.27,230.65M,-0.0008
22/02/2022,47246.9,47233.91,47282.44,47233.91,421.78M,0.0003
21/02/2022,47233.91,47140.48,47243.74,47139.8,421.36M,0.002
18/02/2022,47140.48,47102.64,47142.51,47091.67,344.69M,0.0008
17/02/2022,47102.64,47109.25,47128.46,47074.78,357.74M,-0.0001
16/02/2022,47109.25,47064.82,47199.41,47051.36,318.25M,0.0009
15/02/2022,47064.82,47063.28,47107.99,47046.93,274.20M,0
14/02/2022,47066.77,47202.3,47232.47,47011.74,338.02M,-0.0029
11/02/2022,47202.3,47286.34,47301.44,47129.45,311.49M,-0.0018
10/02/2022,47286.34,47157.23,47286.34,47154.06,198.08M,0.0027
09/02/2022,47157.23,47057.24,47157.23,47057.24,297.00M,0.0021
08/02/2022,47057.24,47203.39,47203.39,47037.24,238.22M,-0.0031
07/02/2022,47203.39,47279.92,47324.09,47198.42,285.47M,-0.0016
04/02/2022,47279.92,47329.8,47329.8,47263.54,225.69M,-0.0011
03/02/2022,47329.8,46930.66,47335.63,46860.85,346.70M,0.0085
02/02/2022,46930.66,47113.95,47131.29,46901.44,434.94M,-0.0038
01/02/2022,47111.21,46630.13,47126.27,46626.42,341.50M,0.0104
31/01/2022,46624.67,46206.65,46628.34,46183.34,435.79M,0.0091
28/01/2022,46205.05,46009.23,46207.24,46009.23,313.44M,0.0043
27/01/2022,46009.23,46529.99,46769.16,46000.72,279.44M,-0.0112
26/01/2022,46529.99,45939.51,46905.63,45939.51,328.98M,0.0129
25/01/2022,45939.51,45928.27,45939.66,45898.24,247.68M,0.0002
24/01/2022,45928.27,45957.35,45966.26,45921.75,278.44M,-0.0006
21/01/2022,45957.35,45890.52,45957.35,45875.04,281.59M,0.0015
20/01/2022,45890.52,45430.14,45890.52,45395.57,355.91M,0.0101
19/01/2022,45430.14,44655.89,45430.4,44352.61,252.94M,0.0173
18/01/2022,44655.89,44402.39,44663.47,44401.63,235.23M,0.0058
17/01/2022,44399.66,44454.67,44768.94,44390.49,214.31M,-0.0012
14/01/2022,44454.67,44604.74,44614.64,44334.33,405.73M,-0.0034
13/01/2022,44604.74,44608.82,44621.66,44582.61,321.75M,-0.0001
12/01/2022,44608.82,43859.3,44609.24,43858.36,266.31M,0.0171
11/01/2022,43859.3,43897.13,44083.08,43855.54,294.54M,-0.0009
10/01/2022,43897.13,43854.42,44345.64,43854.42,310.90M,0.001
07/01/2022,43854.42,43605.21,43857.6,43605.21,395.15M,0.0057
06/01/2022,43607.94,43476.75,43607.94,43145.77,174.61M,0.003
05/01/2022,43476.75,43026.23,43476.75,42479.57,1.24B,0.0105
04/01/2022,43026.23,42716.44,43052.31,42651.87,216.65M,0.0073
31/12/2021,42716.44,41822.29,42725.8,41768.16,455.21M,0.0216
30/12/2021,41813.27,41807.1,41815.32,41753.53,359.96M,0.0001
29/12/2021,41807.1,42262.85,42295.21,41745.37,180.15M,-0.0108
24/12/2021,42262.85,42230.48,42269.66,42217.46,111.84M,0.0008
23/12/2021,42230.48,42244.22,42263.82,42207.99,211.08M,-0.0003
22/12/2021,42244.22,42388.57,42390.74,42240.71,224.02M,-0.0034
21/12/2021,42388.57,42391.31,42408.73,42377.62,275.93M,-0.0001
20/12/2021,42394.71,42353.31,42464.09,42351.93,142.07M,0.001
17/12/2021,42353.31,42270.23,42404.62,42270.23,341.68M,0.002
16/12/2021,42270.23,42357.36,42386.83,42262.85,249.43M,-0.0021
15/12/2021,42357.36,42317.52,42374.92,42294.66,226.18M,0.0009
14/12/2021,42317.52,42411.12,42411.12,42301.42,270.09M,-0.0022
13/12/2021,42411.12,41882.97,42582.94,41816.06,229.62M,0.0126
10/12/2021,41882.97,41685.22,41882.97,41684.07,444.93M,0.0047
09/12/2021,41685.22,42435.16,42446.44,41527.21,473.37M,-0.0177
08/12/2021,42435.16,42018.14,42445.32,42000.96,649.76M,0.0099
07/12/2021,42018.92,42008.6,42041.37,41927.22,639.43M,0.0002
06/12/2021,42008.6,42164.51,42192.71,41980.53,422.18M,-0.0038
03/12/2021,42167.91,42248.76,42263.97,42137.26,180.70M,-0.0019
02/12/2021,42247.98,42463.16,42465.57,42241.65,324.01M,-0.0051
01/12/2021,42463.16,43248.05,43248.3,42463.16,335.47M,-0.0181
30/11/2021,43248.05,43270.94,43275.21,43200.59,224.91M,-0.0005
29/11/2021,43270.94,43303.76,43319.46,43248.91,213.12M,-0.0009
26/11/2021,43308.29,43108.77,43334.93,43069.97,305.32M,0.0046
25/11/2021,43108.77,43250.34,43250.34,43094.14,266.11M,-0.0032
24/11/2021,43245.02,43265.36,43302.59,43233.98,243.17M,-0.0002
23/11/2021,43255.14,43260.13,43285.89,43234.57,217.97M,-0.0003
22/11/2021,43266.27,43199.27,43290.2,43199.27,433.59M,0.0016
19/11/2021,43199.27,43285.97,43288.25,43150.47,199.52M,-0.002
18/11/2021,43285.97,43355.54,43362.77,43285.03,209.64M,-0.0015
17/11/2021,43349.9,43444.2,43495.91,43346.72,264.79M,-0.0024
16/11/2021,43455.82,43230.34,43469.31,43175.64,423.82M,0.0052
15/11/2021,43230.34,43253.01,43298.86,43176.42,293.43M,-0.0005
12/11/2021,43253.01,43549.28,43616.34,43247.79,314.85M,-0.0082
11/11/2021,43609.06,43707.3,43709.28,43589.26,161.30M,-0.0022
10/11/2021,43707.3,43730.55,44068.7,43685.97,270.68M,-0.0005
09/11/2021,43730.55,43246.87,43895.46,43245.14,280.70M,0.0112
08/11/2021,43246.87,42013.72,43246.87,41976.3,443.60M,0.0293
05/11/2021,42014.5,41943.83,42014.5,41943.83,277.04M,0.0017
04/11/2021,41943.83,41975.45,41985.99,41930.73,160.88M,-0.0008
03/11/2021,41975.45,42013.39,42042.45,41964.97,292.94M,-0.0009
02/11/2021,42013.39,41977.1,42151.04,41969.42,318.91M,0.0009
01/11/2021,41976.79,42038.6,42047.5,41976.79,377.93M,-0.0015
29/10/2021,42038.6,41961.14,42054.18,41950.82,334.74M,0.0018
28/10/2021,41961.14,41779.27,41975.68,41778.54,558.89M,0.0041
27/10/2021,41790.26,41814.94,41814.94,41766.41,284.60M,-0.0006
26/10/2021,41814.94,41814.74,41856.59,41744.38,348.33M,0
25/10/2021,41814.74,41763.26,41868.43,41738.33,674.50M,0.0012
22/10/2021,41763.26,41704.11,41770.57,41691.69,510.18M,0.0014
21/10/2021,41704.11,41249.71,41744.32,41230.41,216.18M,0.011
20/10/2021,41249.71,41144.67,41278.17,41083.89,499.51M,0.0026
18/10/2021,41144.67,41438.15,41438.93,41125.06,338.72M,-0.0071
15/10/2021,41438.15,41129.98,41438.15,41023.53,728.96M,0.0075
14/10/2021,41129.98,41051.19,41144.99,41041.35,908.05M,0.0019
13/10/2021,41051.19,40896.96,41072.67,40896.96,446.17M,0.0038
12/10/2021,40897.19,40714,40914.83,40714,563.88M,0.0045
11/10/2021,40714.22,40868.36,40877.68,40596.68,191.25M,-0.0038
08/10/2021,40868.36,40829.15,40884.8,40808.72,331.04M,0.001
07/10/2021,40829.15,40820.31,40842.93,40764.21,339.29M,0.0016
06/10/2021,40765.2,40716.66,40883.39,40716.66,400.64M,0.0012
05/10/2021,40716.66,40243.05,40722.95,40241.49,432.99M,0.0118
04/10/2021,40243.05,40221.17,40266.46,40221.17,202.35M,0.0005
30/09/2021,40221.17,39590.91,40221.17,39073.9,282.81M,0.0159
29/09/2021,39592.29,38858.99,39592.29,38854.32,474.37M,0.0189
28/09/2021,38858.99,38864.33,38864.56,38841.84,526.30M,-0.0001
27/09/2021,38864.33,38962.28,38965.3,38511.97,139.42M,-0.0025
24/09/2021,38962.28,38874.69,38962.28,38832.05,633.52M,0.0023
23/09/2021,38874.13,38852.69,38889.58,38848.18,125.80M,0.0006
22/09/2021,38852.69,38873.85,38874.92,38846.86,155.38M,-0.0005
21/09/2021,38873.85,38906.42,38906.82,38849.57,184.44M,-0.0008
20/09/2021,38906.42,38943.87,38961.46,38900.92,181.95M,-0.001
17/09/2021,38943.87,38911.31,38943.87,38873.71,155.10M,0.0008
16/09/2021,38911.31,38968.34,38968.34,38908.1,130.18M,-0.0015
15/09/2021,38968.34,38920.5,38968.34,38858.01,141.37M,0.0012
14/09/2021,38920.5,38915.62,38936.99,38897.68,228.48M,0.0001
13/09/2021,38915.62,38921.78,38943.24,38911.36,201.10M,-0.0002
10/09/2021,38921.78,39201.33,39201.33,38887.11,154.56M,-0.0071
09/09/2021,39201.33,39204.52,39216.34,39177.84,350.50M,-0.0001
08/09/2021,39204.52,39251.29,39258.21,39195.82,354.05M,-0.0012
07/09/2021,39251.29,39252.89,39273.75,39241.54,355.94M,0
06/09/2021,39252.98,39261.01,39290.84,39237.81,210.95M,-0.0002
03/09/2021,39261.01,39252.19,39261.01,39220.04,180.29M,0.0002
02/09/2021,39252.19,39184.18,39252.19,39158.88,262.14M,0.0017
01/09/2021,39184.22,39220.18,39233.36,39170.92,169.30M,-0.0009
31/08/2021,39219.61,39326.67,39334.88,39204.49,425.66M,-0.0027
30/08/2021,39326.67,39485.65,39534.81,39294.21,301.01M,-0.004
27/08/2021,39485.65,39477.41,39511.75,39462.4,232.85M,0.0002
26/08/2021,39477.18,39449.82,39482.35,39449.82,186.32M,0.0007
25/08/2021,39450,39460.9,39481.65,39438.3,197.40M,-0.0003
24/08/2021,39460.68,39434.69,39466.71,39429.68,196.81M,0.0007
23/08/2021,39434.69,39483.15,39494.93,39424.95,210.93M,-0.0012
20/08/2021,39483.08,39666.88,39678.04,39472.65,280.57M,-0.0047
19/08/2021,39670.29,39539.65,39670.29,39462.39,201.84M,0.0032
18/08/2021,39545.67,39550.36,39550.38,39538.29,132.08M,-0.0001
17/08/2021,39550.36,39505.4,39550.36,39257.85,110.77M,0.0011
16/08/2021,39508.41,39522.34,39524.53,39474.46,141.24M,-0.0006
13/08/2021,39533.97,39490.06,39534.46,39489.7,188.74M,0.0011
12/08/2021,39490.06,39448.46,39582.3,39356.59,570.20M,0.0011
11/08/2021,39448.46,39176.62,39451.5,39176.62,181.40M,0.0069
10/08/2021,39176.62,38565.04,39198.5,38544.57,224.56M,0.0158
09/08/2021,38567.26,38810.75,38837.34,38551.25,194.95M,-0.0063
06/08/2021,38811.11,38803.85,38894.87,38803.85,167.68M,0.0002
05/08/2021,38801.51,38927.83,38950.74,38797.27,139.78M,-0.0032
04/08/2021,38927.83,38917.99,38931.12,38894.15,206.26M,0.0003
03/08/2021,38917.99,38604.72,38927.75,38604.72,231.42M,0.0081
02/08/2021,38604.72,38547.08,38658.71,38532.78,244.28M,0.0015
30/07/2021,38547.08,38484.82,38560.99,38484.59,387.13M,0.0016
29/07/2021,38484.82,38791.03,38791.03,38356.43,259.97M,-0.0079
28/07/2021,38791.03,38813.36,38829.61,38788.73,237.45M,-0.0003
27/07/2021,38802.15,38849.08,38882.79,38794.38,243.07M,-0.0012
26/07/2021,38849.08,38667.9,38852.1,38662.82,246.50M,0.0047
23/07/2021,38667.9,38585.52,38667.9,38578.85,230.25M,0.0021
22/07/2021,38585.52,37952.65,38597.88,37933.38,203.11M,0.0167
19/07/2021,37952.65,37947.18,37953.35,37912.5,462.79M,0.0001
16/07/2021,37947.18,37868.05,37954.67,37868.05,266.75M,0.0021
15/07/2021,37866.9,37872.55,37889.44,37855.92,159.99M,-0.0001
14/07/2021,37872.55,37857.24,37872.55,37805.95,197.23M,0.0004
13/07/2021,37857.24,37857.89,37881.58,37846.94,197.27M,0
12/07/2021,37857.89,37994.19,37994.27,37852.03,187.24M,-0.0036
09/07/2021,37994.19,38468.5,38472.14,37980.21,241.84M,-0.0123
08/07/2021,38467.64,38501.31,38501.31,38425.98,220.16M,-0.0003
07/07/2021,38478.26,38421.6,38497.97,38403.3,280.26M,0.0017
06/07/2021,38413.33,38220.01,38416.78,38220.01,274.47M,0.0049
05/07/2021,38224.74,38212.01,38243,38189.99,270.28M,0.0001
02/07/2021,38219.88,37898.56,38219.88,37890.5,194.57M,0.0085
01/07/2021,37898.59,37907.43,37911.82,37892.2,205.45M,-0.0002
30/06/2021,37907.28,37640.75,37907.42,37640.75,213.70M,0.0078
29/06/2021,37612.72,37585.25,37612.72,37555.3,215.99M,-0.0012
28/06/2021,37656.68,37658.26,37671.53,37634.8,157.73M,0.0001
25/06/2021,37653.12,37954.35,38036.47,37639.93,191.23M,-0.0076
24/06/2021,37941.85,37804.46,37965.04,37800.89,149.40M,0.0036
23/06/2021,37804.46,37847.07,37851.38,37804.46,208.36M,-0.0011
22/06/2021,37847.07,38545.3,38545.3,37831.2,218.27M,-0.0215
21/06/2021,38678.48,38648.91,38678.48,38623.99,209.21M,0.001
18/06/2021,38641.33,38615.11,38648.91,38607.39,220.61M,0.0007
17/06/2021,38614.45,38570.72,38624.53,38570.72,157.74M,0.0015
16/06/2021,38557.11,38507.29,38557.23,38455.41,296.46M,0.0015
15/06/2021,38501.03,39156.28,39168.59,38491.86,284.62M,-0.0168
11/06/2021,39157.29,39210.1,39262.71,39130.07,289.07M,-0.0013
10/06/2021,39210.1,39170.95,39210.1,39159.5,158.36M,0.001
09/06/2021,39170.95,38881.7,39177.51,38881.7,181.49M,0.0074
08/06/2021,38881.7,38686.4,38881.7,38661.48,218.51M,0.005
07/06/2021,38688.98,38726.1,38726.1,38669.01,210.65M,-0.001
04/06/2021,38726.1,38548.24,38726.1,38529.7,199.06M,0.0045
03/06/2021,38551.06,38482.52,38551.06,38438.16,249.69M,0.0018
02/06/2021,38482.52,38414.37,38488.3,38370.69,156.91M,0.0018
01/06/2021,38414.37,38437.88,38457.39,38395.37,274.85M,-0.0006
31/05/2021,38437.88,38256.24,38441.83,38256.24,201.86M,0.0047
28/05/2021,38256.99,38044.58,38257.1,37563.79,228.66M,0.0053
27/05/2021,38056.21,38233.68,38300.48,38056.21,214.17M,-0.0046
26/05/2021,38233.68,38256.76,38271.94,38226.89,203.09M,-0.0006
25/05/2021,38256.76,38287.58,38288.39,38246.33,250.20M,-0.0022
24/05/2021,38341.66,38324.07,38382.35,38324.07,141.09M,0.0005
21/05/2021,38324.07,38328.13,38331.63,38282.64,174.27M,-0.0001
20/05/2021,38328.13,38445.09,38453.56,38284.56,156.99M,-0.0031
19/05/2021,38446.09,39022.52,39105.55,38416.5,153.64M,-0.0148
18/05/2021,39023.28,39306.47,39308.06,38850.57,204.65M,-0.0072
17/05/2021,39307.19,39483.51,39483.51,39303.31,357.45M,-0.0047
14/05/2021,39494.7,39382.96,39494.7,39377.01,219.55M,0.0028
11/05/2021,39382.96,39312.86,39436.28,39280.91,295.87M,0.0018
10/05/2021,39312.74,39198.75,39409.17,39198.75,324.19M,0.0029
07/05/2021,39198.75,39114.73,39199.15,39109.37,238.93M,0.0021
06/05/2021,39114.73,39433.81,39450.68,39037.63,402.51M,-0.0087
05/05/2021,39456.64,39801.78,39805.18,39456.64,349.56M,-0.0087
04/05/2021,39801.78,39834.42,39875.66,39783.59,426.51M,-0.001
30/04/2021,39840.28,39450.91,39840.28,39356.83,328.34M,0.0096
29/04/2021,39460.65,38781.48,39468.34,38738.06,270.68M,0.0039
28/04/2021,39306.65,39305.48,39338.82,39268.19,259.51M,0
27/04/2021,39308.23,39318.52,39327.41,39272.01,252.57M,-0.0003
26/04/2021,39319.75,39301.82,39332.42,39256.36,329.74M,0.0005
23/04/2021,39301.82,39131.8,39303.64,39125.9,286.97M,0.0043
22/04/2021,39131.8,39128.34,39151.08,39099.93,228.11M,0.0001
21/04/2021,39128.34,39015.58,39138.66,38975.68,239.25M,0.0029
20/04/2021,39015.58,38848.02,39026.75,38841.84,339.01M,0.0041
19/04/2021,38854.73,38816.45,38857.73,38806.28,508.63M,0.0012
16/04/2021,38808.01,38571.98,38808.01,38540.66,262.46M,0.0061
15/04/2021,38571.89,38646.59,38647.14,38570.87,319.43M,-0.0017
14/04/2021,38636.15,38601.83,38636.15,38578.27,278.04M,0.0009
13/04/2021,38601.83,38715.37,38751.16,38586.28,208.72M,-0.0029
12/04/2021,38712.55,38866.39,38874.45,38712.55,194.02M,-0.004
09/04/2021,38866.39,38799.83,38895.88,38715.16,160.65M,-0.0003
08/04/2021,38876.25,38774.03,38889.35,38749.95,145.32M,0.0026
07/04/2021,38774.03,38766.61,38785.59,38596.16,356.46M,0.0002
06/04/2021,38766.61,38917.02,38928.89,38740.85,224.59M,-0.0042
01/04/2021,38930.68,39053.44,39053.44,38881.17,239.42M,-0.0029
31/03/2021,39045.13,39267.11,39271.46,39014.82,347.17M,-0.0057
30/03/2021,39267.11,39498.99,39572.26,39247.36,336.13M,-0.0057
29/03/2021,39493.37,39216.2,39523.05,39205.53,522.14M,0.0071
26/03/2021,39216.7,39291.89,39292.69,39156.01,250.91M,-0.0019
25/03/2021,39293.14,39085.78,39293.14,39085.78,228.69M,0.0053
24/03/2021,39085.78,38707.78,39110.55,38695.24,361.84M,0.0098
23/03/2021,38704.97,38722.87,38952.06,38696.85,410.38M,-0.0005
22/03/2021,38722.87,38392.58,38722.87,38379.19,277.24M,0.0089
19/03/2021,38382.39,38923.84,39053.85,38309.63,290.62M,-0.0137
18/03/2021,38914.84,38706.13,38930.82,38706.13,1.47B,0.0054
17/03/2021,38706.13,38720.81,38720.81,38643.06,177.40M,-0.0004
16/03/2021,38720.81,38541.25,38846.27,38531.86,220.86M,0.0041
15/03/2021,38561.84,38646.39,38653.42,38528.55,161.08M,-0.0022
12/03/2021,38648.48,38697.17,38704.44,38486.13,292.88M,-0.0015
11/03/2021,38707.87,38931.25,38937.07,38666.54,168.88M,-0.0057
10/03/2021,38931.25,38686.85,38966.38,38677.3,368.21M,0.0063
09/03/2021,38686.85,39396.57,39396.57,38683.85,471.84M,-0.018
08/03/2021,39396.57,39331.61,39412.27,39319.17,297.26M,0.0017
05/03/2021,39331.61,39364.67,39373.19,39227.15,587.74M,-0.0008
04/03/2021,39364.67,39525.06,39566.7,39327.13,493.07M,-0.004
03/03/2021,39522.06,39697.62,39722.41,39459.18,244.34M,-0.0044
02/03/2021,39697.62,39931.63,39939.18,39668.22,222.57M,-0.0059
01/03/2021,39931.63,39799.89,39984.05,39799.89,543.99M,0.0033
26/02/2021,39799.89,40095.49,40095.49,39792.23,507.12M,-0.0074
25/02/2021,40095.49,40221.3,40221.41,40088.05,326.04M,-0.0031
24/02/2021,40221.3,40149.18,40304.02,40149.18,469.56M,0.0014
23/02/2021,40164.86,40154.09,40229.25,40132.11,337.95M,0.0003
22/02/2021,40154.09,40186.7,40235.62,40146.46,289.34M,-0.0008
19/02/2021,40186.7,40212.19,40235.53,40128.24,307.79M,-0.0006
